city,forecast_dt,weather_main,weather_desc,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds
London,2025-10-31T00:00:00Z,Clouds,overcast clouds,12.69,12.69,12.69,1003,84,6.86,181,100
London,2025-10-31T03:00:00Z,Rain,light rain,13.46,13.46,13.46,1003,91,5.98,202,99
London,2025-10-31T06:00:00Z,Rain,light rain,13.11,13.11,13.11,1003,92,4.5,202,100
London,2025-10-31T09:00:00Z,Clouds,overcast clouds,14.46,14.46,14.46,1004,84,5.52,193,100
London,2025-10-31T12:00:00Z,Rain,light rain,15.73,15.73,15.73,1004,80,6.56,199,100
London,2025-10-31T15:00:00Z,Rain,light rain,16.19,16.19,16.19,1004,76,6.52,200,9
London,2025-10-31T18:00:00Z,Clouds,few clouds,14.99,14.99,14.99,1004,81,5.92,196,17
London,2025-10-31T21:00:00Z,Rain,light rain,15.21,15.21,15.21,1004,82,6.76,198,38
London,2025-11-01T00:00:00Z,Clouds,broken clouds,14.67,14.67,14.67,1002,86,6.72,186,51
London,2025-11-01T03:00:00Z,Clouds,overcast clouds,14.75,14.75,14.75,1000,82,7.77,183,100
London,2025-11-01T06:00:00Z,Rain,light rain,14.83,14.83,14.83,998,81,8.76,190,100
London,2025-11-01T09:00:00Z,Rain,light rain,12.82,12.82,12.82,1000,77,5.4,238,100
London,2025-11-01T12:00:00Z,Clouds,overcast clouds,13.6,13.6,13.6,1002,70,6.21,230,100
London,2025-11-01T15:00:00Z,Rain,light rain,13.37,13.37,13.37,1004,72,5.52,238,7
London,2025-11-01T18:00:00Z,Rain,light rain,11.33,11.33,11.33,1008,73,5.45,242,12
London,2025-11-01T21:00:00Z,Clouds,broken clouds,10.61,10.61,10.61,1009,68,4.61,213,70
London,2025-11-02T00:00:00Z,Clouds,overcast clouds,11.31,11.31,11.31,1007,71,6.1,207,85
London,2025-11-02T03:00:00Z,Rain,light rain,11.03,11.03,11.03,1005,75,6.22,212,100
London,2025-11-02T06:00:00Z,Rain,moderate rain,10.08,10.08,10.08,1005,81,4.34,253,100
London,2025-11-02T09:00:00Z,Clouds,scattered clouds,9.79,9.79,9.79,1007,79,3.96,244,37
London,2025-11-02T12:00:00Z,Clouds,scattered clouds,12.38,12.38,12.38,1008,61,5.37,242,30
London,2025-11-02T15:00:00Z,Clouds,broken clouds,12.13,12.13,12.13,1009,66,6.1,242,59
London,2025-11-02T18:00:00Z,Clouds,scattered clouds,10.76,10.76,10.76,1011,71,5.92,245,39
London,2025-11-02T21:00:00Z,Clear,clear sky,9.84,9.84,9.84,1012,75,5.87,245,8
London,2025-11-03T00:00:00Z,Clouds,few clouds,9.39,9.39,9.39,1014,78,5.22,247,11
London,2025-11-03T03:00:00Z,Clouds,scattered clouds,8.8,8.8,8.8,1015,81,4.24,247,49
London,2025-11-03T06:00:00Z,Clouds,broken clouds,8.34,8.34,8.34,1016,83,3.52,239,75
London,2025-11-03T09:00:00Z,Clear,clear sky,9.54,9.54,9.54,1018,78,3.39,232,10
