country_1,country_2,city_region,name,system,operator,launched,discontinued,_mw_parser_output_navbar_display_inline_font_size_88_font_weight_normal_mw_parser_output_navbar_collapse_float_left_text_align_left_mw_parser_output_navbar_boxtext_word_spacing_0_mw_parser_output_navbar_ul_display_inline_block_white_space_nowrap_line_height_inherit_mw_parser_output_navbar_brackets_before_margin_right_0_125em_content_mw_parser_output_navbar_brackets_after_margin_left_0_125em_content_mw_parser_output_navbar_li_word_spacing_0_125em_mw_parser_output_navbar_a_span_mw_parser_output_navbar_a_abbr_text_decoration_inherit_mw_parser_output_navbar_mini_abbr_font_variant_small_caps_border_bottom_none_text_decoration_none_cursor_inherit_mw_parser_output_navbar_ct_full_font_size_114_margin_0_7em_mw_parser_output_navbar_ct_mini_font_size_114_margin_0_4em_html_skin_theme_clientpref_night_mw_parser_output_navbar_li_a_abbr_color_var_color_base_important_media_prefers_color_scheme_dark_html_skin_theme_clientpref_os_mw_parser_output_navbar_li_a_abbr_color_var_color_base_important_media_print_mw_parser_output_navbar_display_none_important_vtebicycle_sharing_systems_1,_mw_parser_output_navbar_display_inline_font_size_88_font_weight_normal_mw_parser_output_navbar_collapse_float_left_text_align_left_mw_parser_output_navbar_boxtext_word_spacing_0_mw_parser_output_navbar_ul_display_inline_block_white_space_nowrap_line_height_inherit_mw_parser_output_navbar_brackets_before_margin_right_0_125em_content_mw_parser_output_navbar_brackets_after_margin_left_0_125em_content_mw_parser_output_navbar_li_word_spacing_0_125em_mw_parser_output_navbar_a_span_mw_parser_output_navbar_a_abbr_text_decoration_inherit_mw_parser_output_navbar_mini_abbr_font_variant_small_caps_border_bottom_none_text_decoration_none_cursor_inherit_mw_parser_output_navbar_ct_full_font_size_114_margin_0_7em_mw_parser_output_navbar_ct_mini_font_size_114_margin_0_4em_html_skin_theme_clientpref_night_mw_parser_output_navbar_li_a_abbr_color_var_color_base_important_media_prefers_color_scheme_dark_html_skin_theme_clientpref_os_mw_parser_output_navbar_li_a_abbr_color_var_color_base_important_media_print_mw_parser_output_navbar_display_none_important_vtebicycle_sharing_systems_2,_3,_4,_5,_6,_7,_8,_9,_10,x1,x2,source_url,scrape_time
France,Île-de-France,Paris,Vélib'[113],3 Gen. Cyclocity,JCDecaux,15 July 2007,31 December 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Île-de-France,Paris,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Île-de-France,Paris Region,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Île-de-France,Grand Paris[114],Vélib' Métropole,3 Gen. Smoove,Smovengo[115],1 January 2018[116],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Nouvelle-Aquitaine,Bordeaux,VCUB,Keolis,,February 2010,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Normandy,Caen,V'eol,3 Gen. Clear CC,,March 2008,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Normandy,Rouen[117],Cy'clic,3 Gen. Cyclocity,,December 2007,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Nouvelle-Aquitaine,La Rochelle,Yélo,Homeport,,February 2010,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Nouvelle-Aquitaine,La Rochelle,Vélos Jaunes,Zero Generation,,1974,Discontinued,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Nouvelle-Aquitaine,Pau,IDEcycle,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Nouvelle-Aquitaine,Poitiers,Cap'Vélo,,,September 2007,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Occitania,Montpellier,Vélomagg',3 Gen. Smoove,,June 2007,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Occitania,Perpignan,BIP!,3 Gen. Clear CC,,February 2008,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Occitania,Toulouse[118],VélôToulouse,3 Gen. Cyclocity,,16 November 2007,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Pays de la Loire,Angers[119],VéloCité,3 Gen. Cyclocity,,2004,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Pays de la Loire,Nantes[120],Bicloo,3 Gen. Cyclocity,,May 2008,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Provence-Alpes-Côte d'Azur,Avignon[121],Vélopop',3 Gen. Smoove,,July 2009,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Provence-Alpes-Côte d'Azur,Marseille[122],Le vélo,3 Gen. Cyclocity,,2007,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
France,Provence-Alpes-Côte d'Azur,Nice,Vélo Bleu,OYBike,,July 2009,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Georgia,Georgia,Batumi,BatumVelo[123],3 Gen. SmooveKey[124],Batumi Avtotransporti[125],May 2013,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Baden-Baden,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Baden-Baden,Call a Bike,3 & 4 Gen. Call a Bike flex,,2015[126],Discontinued[127],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Freiburg im Breisgau,Call a Bike[127],3 & 4 Gen. Call a Bike flex,,2010,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Freiburg im Breisgau,nextbike[17],3 Gen. nextbike,,2019,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Friedrichshafen,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Heidelberg,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Heidelberg,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Karlsruhe,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Konstanz,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Mannheim,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Mannheim,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Offenburg,nextbike[17],3 Gen. nextbike,,2010,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Ortenaukreis,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Region Mittlerer Oberrhein [de],KVV.nextbike[17],nextbike,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Reutlingen,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Stuttgart + Region,Call a Bike[127],4 Gen. Call a Bike fix,,June 2007,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Tübingen,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Tübingen,nextbike,3 Gen. nextbike,,2009,Discontinued[17],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Tuttlingen,Donkey Republic[84],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Überlingen,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Baden-Württemberg,Ulm,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Aschaffenburg,Call a Bike[127],3 Call a Bike,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Aschaffenburg,nextbike[17],3 Gen.,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Augsburg,Donkey Republic[128],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Bamberg,Donkey Republic[128],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Cham,Donkey Republic[84],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Coburg,nextbike,3 Gen. nextbike,,2009,Discontinued[17],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Erlangen,VAG_Rad[129],nextbike,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Fürth,VAG_Rad[129],nextbike,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Ingolstadt,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Landshut,Donkey Republic[84],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Lindau,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Munich,Bolt[130],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Munich,Call a Bike[127],4 Gen. Call a Bike flex,,March 2000,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Munich,nextbike[17],3 Gen. nextbike,,2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Munich,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Nuremberg,Lastenrad für alle[131],Bluepingu e.V.,,2017,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Nuremberg,VAG_Rad[129],3 & 4 Gen. nextbike,,2019,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Nuremberg,NorisBike,3 Gen. nextbike,,2011,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Regensburg,Donkey Republic[84],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Regensburg,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Schwabach,VAG_Rad[17],nextbike,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Straubing,Donkey Republic[84],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bavaria,Würzburg,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,Bolt[132],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,Call a Bike[127],,,April 2020[133],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,Donkey Republic[22],4 Gen.,,April 2017,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,fLotte[134],0. Gen,Freie Lastenräder[135],March 2018,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,LimeBike[136],4 Gen.,,April 2018,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,nextbike[17],3 Gen. nextbike,,2009,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,Call a Bike[137],3 & 4 Gen. Call a Bike flex,,March 2003,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,Call a Bike (LIDL-BIKES)[137],3 & 4 Gen. Call a Bike flex,,March 2017,April 2020[133],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,Jump Bikes[138],4 Gen.,Jump Bikes,November 2018,Discontinued[139],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,Mobike[140],4 Gen.,,November 2017,Discontinued[141],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Berlin,Berlin,Ofo,4 Gen. Ofo,,October 2016,August 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Brandenburg,Potsdam,nextbike[17],3 Gen. nextbike,,2010,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Brandenburg,Prignitz,Donkey Republic[84],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bremen,Bremen,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bremen,Bremen,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Bremen,Bremen,LimeBike[142],4 Gen.,,March 2018,Discontinued[143],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hamburg,Hamburg,Bolt[144],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hamburg,Hamburg,LimeBike[143],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hamburg,Hamburg,nextbike[17],3 Gen. nextbike,,2008,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hamburg,Hamburg,StadtRAD Hamburg[145],3 & 4 Gen. Call a Bike flex,Deutsche Bahn,July 2009,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hamburg,Hamburg,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Darmstadt,Bolt[146],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Darmstadt,Call a Bike[127],3 & 4 Gen. Call a Bike flex,,2014,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Dreieich,Byke,4 Gen.,,October 2017[147],2018[148],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Eschborn,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Frankfurt am Main,Bolt[149],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Frankfurt am Main,Call a Bike[127],3 & 4 Gen. Call a Bike flex,,March 2000,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Frankfurt am Main,nextbike[17],3 Gen. nextbike,,2009,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Frankfurt am Main,Byke,4 Gen.,,October 2017[147],2018[148],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Frankfurt am Main,LimeBike[150],4 Gen.,,January 2018,Discontinued[143],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Giessen,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Hanau,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Hanau,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Kassel,nextbike[17],,,2018[151],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Kassel,Konrad,,,2011[151],2017[151],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Langen,Byke,4 Gen.,,October 2017[147],2018[148],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Marburg,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Offenbach,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Rüsselsheim,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Wiesbaden,Call a Bike[127],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Germany,Hesse,Wiesbaden,nextbike[17],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
